title,console,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,release_year
High Heat Major League Baseball 2003,PS2,Sports,3DO,6,10,10,9,0.37,0.18,4.35,0.14,5.04,2002
Alex Fergusons Player Manager 2001,PS2,Sports,3DO,7,7,6,55,2.62,4.7,4.46,4.63,16.41,2001
Reversion   The Return (Last Chapter),PC,Adventure,3f Interactive,8,2,5,261,3.68,2.11,4.51,5.63,15.93,1971
Reversion   The Meeting (2nd Chapter),PC,Adventure,3f Interactive,4,6,1,41,3.45,1.65,2.85,1.31,9.26,1971
Reversion   The Escape (1st Chapter),PC,Adventure,3f Interactive,6,5,7,0.13,7.62,4.06,5.1,6.96,23.74,2012
Downward Spiral  Horus Station,PC,Board Game,3rd Eye Studios,3,10,9,209,1.85,3.57,5.37,6.54,17.33,2018
Downward Spiral  Horus Station,PS4,Board Game,3rd Eye Studios,5,3,1,219,4.11,2.3,5.17,6.68,18.26,2018
4PM,PC,Adventure,4PM Game LTD,6.5,4,10,124,2.61,2.84,1.02,2.89,9.36,2014
Death Stranding,PC,Board Game,505 Games,4,4,2,287,4.08,3.3,2.12,6.17,15.67,2020
Terraria,PS3,Board Game,505 Games,4,9,5,109,0.45,0.09,0.09,0.21,0.84,2013
Overkills The Walking Dead,PS4,Board Game,505 Games,6,3,4,170,1.89,3.25,3.8,5.04,13.98,2019
Hellblade  Senuas Sacrifice,PS4,Board Game,505 Games,3,8.3,8,265,0.05,0.03,1.46,0.01,1.55,2018
Control,PS5,Board Game,505 Games,8,9,3,69,7.03,1.86,5.29,4.56,18.74,1971
Journey To the Savage Planet,PC,Adventure,505 Games,7,5,4,102,4.95,4.73,3.03,4.61,17.32,2020
Control,PC,Adventure,505 Games,8,5,2,163,5.63,1.77,5.81,6.67,19.88,2019
Brothers  A Tale of Two Sons,PC,Adventure,505 Games,3,7,6,1.06,2.96,1.38,5.4,6.54,16.28,2013
Adr1ft,PC,Adventure,505 Games,8,2,3,25,4.22,4.18,1.68,4.35,14.43,2016
ABZU,PC,Adventure,505 Games,9,8,9,0.58,6.83,1.6,2.48,5.48,16.39,2016
Lupin III  Lupin ni wa Shi o  Zenigata ni wa Koi o,PS2,Adventure,505 Games,6,7,7,117,0.05,4.87,0.05,5.34,10.31,2008
Brothers  A Tale of Two Sons,PS3,Adventure,505 Games,6,5,2,130,1.17,3.83,4.01,5.98,14.99,2013
Journey To the Savage Planet,PS4,Adventure,505 Games,3,7,9,41,5.66,1.35,1.97,1.68,10.66,2020
Control,PS4,Adventure,505 Games,8,9,7,174,3.92,1.52,5.79,1.27,12.5,2019
Brothers  A Tale of Two Sons,PS4,Adventure,505 Games,8,5,3,269,0.15,0.04,5.42,0.09,5.7,2015
Adr1ft,PS4,Adventure,505 Games,1,8,4,243,6.05,3.55,4.98,1.11,15.69,2016
ABZU,PS4,Adventure,505 Games,8,7,7,117,0.04,0.03,4.98,3.98,9.03,2017
World Fighting,PS2,Fighting,505 Games,7,10,9,129,4.09,2.39,3.88,6.66,17.02,2004
Supremacy MMA,PS3,Fighting,505 Games,3,5,2,101,0.13,0.08,1.34,0.04,1.59,2011
Battle Fantasia,PS3,Fighting,505 Games,6,7,8,6,0.01,3.88,0.01,5.31,9.21,2009
The Professors Brain Trainer  Logic,DS,Puzzle,505 Games,9,10,2,164,0.02,0.02,3.12,6.82,9.98,2006
Pic Pic,DS,Puzzle,505 Games,3,4,9,187,4.58,2.2,1.7,1.33,9.81,2008
Mind  Body & Soul  Blend It ,DS,Puzzle,505 Games,5,3,7,195,2.56,2.37,5.39,5.25,15.57,2010
Mind over Matter,DS,Puzzle,505 Games,1,4,1,251,0.02,0.02,3.7,6.23,9.97,2010
Mean Girls,DS,Puzzle,505 Games,9,7,6,146,0.01,0.01,4.84,4,8.86,2010
Little Book of Big Secrets,DS,Puzzle,505 Games,10,3,10,27,5.64,1.62,5.9,1.16,14.32,2010
Big Word Puzzle Book,DS,Puzzle,505 Games,9,5,2,70,2.16,3.94,2.88,5.1,14.08,2009
Tiny Brains,PC,Puzzle,505 Games,7,2,4,286,7.48,3.22,2.09,1.21,14,2013
Puzzle Maniacs,PS2,Puzzle,505 Games,4,8,4,19,2.67,4.34,4.64,3.84,15.49,2006
Tiny Brains,PS3,Puzzle,505 Games,5,6,1,21,7.83,1.69,5.9,5.91,21.33,2014
Tiny Brains,PS4,Puzzle,505 Games,4,7,8,121,3.32,4.2,1.21,2.14,10.87,2013
Assetto Corsa Competizione,PC,Racing,505 Games,7,3,10,211,3.99,4.62,3.77,5.81,18.19,2019
Taxi Rider,PS2,Racing,505 Games,5,1,2,91,1.81,1.61,3.89,1.01,8.32,2006
Car Racing Challenge,PS2,Racing,505 Games,9,2,5,190,5.43,4.28,4.81,3.27,17.79,2006
Days of Thunder  NASCAR Edition,PS3,Racing,505 Games,9,8,5,26,2.28,1.76,1.46,3.47,8.97,2011
Redout,PS4,Racing,505 Games,4,1,2,252,0.02,0.02,3.29,5.61,8.94,2017
Assetto Corsa,PS4,Racing,505 Games,3,4,1,250,0.08,3.85,0.01,0.06,4,2016
Payday 2,PC,Shooter,505 Games,2,10,1,1,0.05,0.04,5.91,4.58,10.58,2013
Deep Black,PC,Shooter,505 Games,7,9,9,172,0.01,3.64,2.16,2.75,8.56,1971
ArmA  Queens Gambit,PC,Shooter,505 Games,6,9,2,56,6.63,2.15,5.54,5.64,19.96,2007
Sol Divide,PS2,Shooter,505 Games,1,10,6,111,5.16,1.13,2.79,5.73,14.81,2006
Dragon Blaze,PS2,Shooter,505 Games,6,8,1,40,4.88,4.79,3.24,5.95,18.86,2006
Sniper Elite V2,PS3,Shooter,505 Games,8,7.4,9,274,0.98,0.38,0.06,0.4,1.82,2012
Sniper Elite III,PS3,Shooter,505 Games,6,9,2,61,0.31,0.12,1.25,0.14,1.82,2014
Payday 2,PS3,Shooter,505 Games,10,4,9,270,0.47,0.24,5.98,0.15,6.84,2013
Deep Black,PS3,Shooter,505 Games,9,4,3,76,7.05,3.94,1.65,2.75,15.39,1971
Sniper Elite III,PS4,Shooter,505 Games,4,2,1,245,0.74,0.25,2.63,0.37,3.99,2014
Raid  World War II,PS4,Shooter,505 Games,7,6,4,181,0.04,0.04,2.79,3.88,6.75,2017
Payday 2,PS4,Shooter,505 Games,4,6.5,8,247,0.32,0.12,4.01,0.14,4.59,2015
Salon Superstar,DS,Simulation,505 Games,10,7,9,8,0.08,0.07,5.15,5.14,10.44,2009
Picture Perfect Hair Salon,DS,Simulation,505 Games,4,7,9,138,0.07,0.07,5.17,5.13,10.44,2009
My Pet Dolphin,DS,Simulation,505 Games,7,4,1,38,5.59,4.38,5.77,6.51,22.25,2007
My Pet Chimp,DS,Simulation,505 Games,9,6,7,207,0.06,0.06,5.14,4.49,9.75,2010
My Little Helper  Spring Cleaning,DS,Simulation,505 Games,8,8,8,150,5.26,2.35,2.21,6.27,16.09,2010
My Beauty Salon,DS,Simulation,505 Games,9,5,1,142,2.62,1.27,2.01,1.55,7.45,2009
My Ballet Studio,DS,Simulation,505 Games,7,2,10,109,0.02,0.01,3.06,4.15,7.24,2009
Kira Kira Pop Princess,DS,Simulation,505 Games,3,6,3,112,1.34,3.06,3.64,6.5,14.54,2008
IL 2 Sturmovik  Birds of Prey,DS,Simulation,505 Games,5,5,4,23,0.06,0.06,4.75,4.51,9.38,2009
Hotel for Dogs,DS,Simulation,505 Games,5,4,3,149,0.23,0.22,2.74,4.24,7.43,2009
Fashion Week Jr. Designer,DS,Simulation,505 Games,3,6,7,230,0.04,0.04,4.7,3.53,8.31,2009
Fashion Designer  Style Icon,DS,Simulation,505 Games,8,8,10,1,0.01,4.82,1.46,1.46,7.75,2007
Farmtopia,DS,Simulation,505 Games,5,7,4,216,0.19,0.18,1.93,5.13,7.43,2010
Discovery Kids  Snake Safari,DS,Simulation,505 Games,3,9,4,149,0.02,0.02,2.54,6.36,8.94,2010
Discovery Kids  Puppy Playtime,DS,Simulation,505 Games,3,2,10,56,0.33,0.3,1.92,2.66,5.21,2009
Discovery Kids  Pony Paradise,DS,Simulation,505 Games,6,5,6,224,0.21,0.19,2.54,2.49,5.43,2009
Discovery Kids  Parrot Pals,DS,Simulation,505 Games,10,7,2,53,0.07,0.07,3.35,2.08,5.57,2009
Discovery Kids  Kitten Corner,DS,Simulation,505 Games,7,8,2,140,0.45,0.42,5.33,1.09,7.29,2009
Discovery Kids  Dolphin Discovery,DS,Simulation,505 Games,8,3,2,126,0.22,0.2,3.96,1.06,5.44,2009
Cooking Mama 3  Shop & Chop,DS,Simulation,505 Games,3,8,5,238,1.69,0.79,0.08,0.66,3.22,2009
Hotel for Dogs,PC,Simulation,505 Games,2,6,7,68,1.66,3.27,4.49,6.28,15.7,2009
Space War Attack,PS2,Simulation,505 Games,3,10,9,113,6.17,3.23,4.38,3.9,17.68,2006
Radio Helicopter II,PS2,Simulation,505 Games,2,7,1,100,1.44,4.32,1.56,6.4,13.72,2006
Radio Helicopter,PS2,Simulation,505 Games,4,10,3,94,4.47,2.79,1.53,3.78,12.57,2004
Aces of War,PS2,Simulation,505 Games,1,5,7,263,2.07,4.83,2.45,4.09,13.44,2007
IL 2 Sturmovik  Birds of Prey,PS3,Simulation,505 Games,10,8,10,83,0.69,0.34,1.98,0.25,3.26,2009
Stardew Valley,PS4,Simulation,505 Games,3,8.8,4,207,0.1,0.04,2.07,0.04,2.25,2017
IL 2 Sturmovik  Birds of Prey,PSN,Simulation,505 Games,1,7,8,231,1.45,2.91,3.6,5.25,13.21,2009
Subbuteo,DS,Sports,505 Games,4,2,4,30,4.7,3.02,5.29,3.93,16.94,2008
Galactik Football,DS,Sports,505 Games,2,10,2,163,5.16,1.05,3.77,4.61,14.59,2009
Diva Girls  Divas on Ice,DS,Sports,505 Games,10,7,3,287,0.06,0.05,5.75,6.06,11.92,2009
Billard Action,DS,Sports,505 Games,10,7,10,151,7.9,1.04,3.53,5.58,18.05,2006
Volleyball Challenge,PS2,Sports,505 Games,6,3,5,203,3.31,3.72,4.69,2,13.72,2004
Pink Pong,PS2,Sports,505 Games,1,10,3,119,6.62,1.61,4.85,1.28,14.36,2005
Fitness Fun,PS2,Sports,505 Games,7,7,9,202,6.08,1.01,3.37,2.82,13.28,2006
DodgeBall,PS2,Sports,505 Games,9,8,5,227,2.55,3.16,2.96,3.07,11.74,2005
Rugby World Cup 2011,PS3,Sports,505 Games,7,4.5,2,300,0.32,1.1,5.43,0.25,7.1,2011
Backbreaker,PS3,Sports,505 Games,1,7,3,229,0.18,0.16,3.32,5.72,9.38,2010
Rocket League,PS4,Sports,505 Games,5,8.7,2,116,2.02,0.37,2.68,1.34,6.41,2016
Rugby World Cup 2011,PSN,Sports,505 Games,1,4.5,5,31,6.13,1.4,1.33,5.03,13.89,2011
Bloodstained  Ritual of the Night,PC,Board Game,505 Games US  Inc.,2,8,9,47,6.21,2.84,3.23,6.48,18.76,2019
Bloodstained  Ritual of the Night,PS4,Board Game,505 Games US  Inc.,7,1,8,123,2.99,2.94,2.98,6.99,15.9,2019
Kimokawae ,DS,Adventure,5pb,4,3,5,17,4.07,1.62,2.17,1.04,8.9,2009
Kemeko Deluxe  DS  Yome to Meka to Otoko to Onna,DS,Adventure,5pb,2,3,6,279,7.48,2.64,3.33,3.45,16.9,2009
Your Memories Off  Girls Style,PS2,Adventure,5pb,4,10,2,92,5.2,2.51,5.06,1.54,14.31,2008
Umisho,PS2,Adventure,5pb,9,1,5,263,5.56,1.46,1.37,1.93,10.32,2007
Skip Beat ,PS2,Adventure,5pb,8,4,8,107,0.01,4.58,0.01,1.93,6.53,2009
Prism Ark  Awake,PS2,Adventure,5pb,3,1,7,235,0.02,4.42,0.02,4.5,8.96,2008
Night Wizard the Video Game  Denial of the World,PS2,Adventure,5pb,7,5,5,26,0.02,1.52,0.02,3.98,5.54,2008
Monochrome Fighter  Cross Road,PS2,Adventure,5pb,5,3,6,292,0.01,2.39,0.01,1.59,4,2008
Memories Off 6  T Wave,PS2,Adventure,5pb,2,4,3,230,0.04,1.42,0.04,2.25,3.75,2008
Memories Off 6  Next Relation,PS2,Adventure,5pb,9,10,9,26,0.02,2.8,0.02,4.81,7.65,2009
Lucian Bees  Resurrection Supernova,PS2,Adventure,5pb,4,1,8,149,0.01,1.31,0.01,3.23,4.56,2009
Kanokon  Esuii,PS2,Adventure,5pb,2,5,5,69,0.01,2.23,0.01,2.06,4.31,2008
Hyakko  Yorozuya Jikenbo ,PS2,Adventure,5pb,4,5,8,102,6.76,3.49,3.84,4.84,18.93,2009
Hakushaku to Yousei  Yume to Kizuna ni Omoi Hasete,PS2,Adventure,5pb,1,9,7,175,7.44,2.93,4.02,6.58,20.97,2009
Steins;Gate 0,PS3,Adventure,5pb,8,9,1,279,0.03,1.42,0.03,2.46,3.94,2015
Muv luv Photonmelodies,PS3,Adventure,5pb,5,6,1,293,0.01,1.17,0.01,6.95,8.14,2014
Beyond the Future  Fix the Time Arrows,PS3,Adventure,5pb,10,7,8,30,5.32,3.81,3.75,1.06,13.94,2011
Yahari Game Demo Ore no Seishun Love Kome wa Machigatteiru. & Zoku  Oatome Set,PS4,Adventure,5pb,1,4,4,101,0.01,4.58,0.01,3.37,7.97,2017
Re Zero   Kara Hajimeru Isekai Seikatsu   Death or Kiss,PS4,Adventure,5pb,8,5,5,101,0.01,3.59,0.01,4.77,8.38,2017
Occultic;Nine,PS4,Adventure,5pb,2,6,1,201,0.01,1.12,0.01,2.88,4.02,2017
New Game  The Challenge Stage ,PS4,Adventure,5pb,5,8,2,58,0.01,4.8,0.01,6.25,11.07,2017
Kono Subarashii Sekai ni Shukufuku o  Kono Yokubukai Game ni Shinpan o ,PS4,Adventure,5pb,2,7,4,294,0.01,1.39,0.01,1.79,3.2,2017
NASCAR Heat 2,PC,Racing,704Games,9,1,8,272,6.84,2.17,4.12,5.61,18.74,2017
NASCAR Heat 3,PS4,Racing,704Games,4,10,5,70,0.13,0.1,2.45,2.11,4.79,2018
NASCAR Heat 2,PS4,Racing,704Games,6,3,8,264,0.13,0.11,3.41,3.87,7.52,2017
Know How 2,DS,Puzzle,7G//AMES,4,4,7,107,0.01,1.68,5.25,0.01,6.95,2010
Germanys Next Topmodel 2011,DS,Simulation,7G//AMES,6,5,3,62,0.02,2.55,2.25,0.01,4.83,2011
Germanys Next Topmodel 2010,DS,Simulation,7G//AMES,9,7,9,150,6.18,4.1,4.37,4.48,19.13,2010
Germanys Next Topmodel 2011,PC,Simulation,7G//AMES,4,3,3,107,1.72,1.16,4.05,6.96,13.89,2011
Germanys Next Topmodel 2010,PC,Simulation,7G//AMES,6,8,6,113,1.52,4.06,1.39,5.28,12.25,2010
Germanys Next Topmodel 2011,PS3,Simulation,7G//AMES,7,5,6,171,2.74,3.75,4.61,3.16,14.26,2011
Germanys Next Topmodel 2010,PSN,Simulation,7G//AMES,7,10,4,51,1.17,2.83,4.81,1.1,9.91,2010
Ace Ventura,PC,Adventure,7th Level,4,7,2,130,7.63,1.96,3.52,2.59,15.7,1996
Battle Beast,PC,Fighting,7th Level,10,7,3,273,3.2,3.05,1.82,4.29,12.36,1995
The Great Word Adventure 1   Tuneland,PC,Puzzle,7th Level,9,2,4,265,6.49,3.23,4.89,6.81,21.42,1995
Neon Junctions,PC,Puzzle,9 Eyes Game Studio,10,2,4,27,1.22,1.35,2.66,2.89,8.12,2019
Neon Junctions,PS4,Puzzle,9 Eyes Game Studio,10,1,6,147,5.41,5,2.95,1.19,14.55,2019
NCAA Final Four 2000,PS,Sports,989 Sports,5,1,5,219,0.38,0.21,2.1,0.14,2.83,1999
Cardinal Syn,PS,Fighting,989 Studios,10,5.2,6,240,0.15,0.08,5.15,0.06,5.44,1998
Twisted Metal 4,PS,Racing,989 Studios,1,6.7,3,131,1.28,1.07,1.53,0.16,4.04,1999
Rally Cross 2,PS,Racing,989 Studios,6,6,5,249,0.35,0.19,2.97,0.13,3.64,1998
Syphon Filter 2,PS,Shooter,989 Studios,8,4,3,117,2.15,1.5,0.02,0.55,4.22,2000
Syphon Filter,PS,Shooter,989 Studios,5,9.2,3,136,2.88,2.03,0.02,0.72,5.65,1999
NFL GameDay 99,PC,Sports,989 Studios,5,9,2,139,4.43,3.42,3.34,5.17,16.36,1998
NHL FaceOff 99,PS,Sports,989 Studios,1,1,10,16,0.43,0.24,5.73,0.16,6.56,1998
NHL FaceOff 2000,PS,Sports,989 Studios,4,6,1,66,0.31,0.17,1.49,0.12,2.09,1999
NFL Xtreme 2,PS,Sports,989 Studios,3,2,9,47,0.48,0.27,5.53,0.18,6.46,1999
NFL GameDay 99,PS,Sports,989 Studios,3,8,5,34,1.53,1.44,5.75,0.05,8.77,1998
NFL GameDay 2005,PS,Sports,989 Studios,4,3,9,213,1.17,4.25,4.66,1.69,11.77,2004
NFL GameDay 2000,PS,Sports,989 Studios,1,1,9,46,1.8,1,3.78,0.68,7.26,1999
NCCA Final Four 99,PS,Sports,989 Studios,10,2,1,253,7.5,2.25,5.83,6.39,21.97,1998
NCAA Gamebreaker 99,PS,Sports,989 Studios,1,2,1,138,0.45,0.25,5.1,0.17,5.97,1998
NCAA GameBreaker 2000,PS,Sports,989 Studios,5,6,5,140,0.4,0.22,1.04,0.15,1.81,1999
NBA ShootOut 2000,PS,Sports,989 Studios,2,5,9,109,0.4,0.22,1.08,0.15,1.85,1999
Cool Boarders 4,PS,Sports,989 Studios,6,1,5,296,1.17,0.65,5.05,0.44,7.31,1999
Cool Boarders 3,PS,Sports,989 Studios,3,7,4,96,2.31,1.65,0.1,0.46,4.52,1998
Damned,PC,Board Game,9heads Game Studios,9,8,0.13,0.34,7.27,4.72,2.35,5.63,19.97,1971
Blues and Bullets,PC,Board Game,A Crowd of Monsters,8,7,1,54,4.35,2.39,2.28,6.65,15.67,2015
Pro Wrestling,PS,Fighting,A1 Games,1,1,3,165,6.07,4.21,4.04,6.85,21.17,1999
Boxing,PS,Fighting,A1 Games,8,4,1,61,2.77,5,5.15,4.26,17.18,2001
Shooter  Starfighter Sanvein,PS,Shooter,A1 Games,4,9,9,78,0.02,0.01,4.04,0.01,4.08,2001
Snowboarding,PS,Sports,A1 Games,7,7,2,47,0.29,0.16,5.35,0.11,5.91,2000
Rentou Ranma  Watashi ga  Anata o  Mamoru kara   ,PC,Adventure,Abel,5,8,6,119,3.04,1.64,3.16,3.13,10.97,2010
Pri Saga  X,PC,Adventure,Abel,5,10,4,204,7.56,1.37,4.09,6.55,19.57,2008
Pri Saga  Boku no Hi wa xxx,PC,Adventure,Abel,9,7,5,11,2.73,4.62,5.88,2.84,16.07,2006
Mystereet  Another Side of Church,PC,Adventure,Abel,3,10,1,194,7.76,1.69,1.99,5.05,16.49,2009
Mystereet Windows  Yasogami Kaoru no Chousen,PC,Adventure,Abel,1,10,8,28,6.83,2.66,2.75,4.59,16.83,2008
Mystereet Fan Disc  Detective Vacation,PC,Adventure,Abel,6,6,7,86,4,3.68,3.55,1.01,12.24,2006
Mystereet,PC,Adventure,Abel,2,3,9,95,4.5,3.89,3.93,3.21,15.53,2004
Juujimoto Ripputai Sypher,PC,Adventure,Abel,9,9,6,213,4.43,2.6,3.33,5.41,15.77,2004
Fukakutei Sekai no Tantei Shinshi  Super Value Pack,PC,Adventure,Abel,9,10,2,237,5.2,4.15,1.84,4.74,15.93,2004
Fukakutei Sekai no Tantei Shinshi Rebirth ,PC,Adventure,Abel,9,10,9,273,7.97,1.69,3.18,4.3,17.14,2004
Fukakutei Sekai no Tantei Shinshi Origin ,PC,Adventure,Abel,10,6,2,129,2.35,2.79,3.99,1.56,10.69,2009
Exodus Guilty Alternative,PC,Adventure,Abel,5,4,3,18,1.91,1.64,1.26,5.21,10.02,2002
Juujimoto Ripputai Sypher  Game of Survival,PS2,Adventure,Abel,4,8,9,132,3.36,2.85,5.62,6.27,18.1,2007
Fukakutei Sekai no Tantei Shinshi  Akugyou Futaasa no Jiken File,PS2,Adventure,Abel,5,10,1,177,0.01,4.07,0.01,2.64,6.73,2009
Cirsed Castilla EX,PS4,Board Game,Abylight,6,9,2,69,1.1,1.21,2.42,2.6,7.33,1971
D4,PC,Adventure,Access Games,4,7,4,28,2.48,4.94,3.67,5.1,16.19,2015
Under a Killing Moon,PC,Adventure,Access Software,7,8,8,21,6.18,1.23,3.76,4.94,16.11,1994
Tex Murphy  Overseer,PC,Adventure,Access Software,9,2,8,173,4.46,2.07,2.28,2.18,10.99,1998
The Pandora Directive,PC,Adventure,Access Software,8,1,8,106,6.7,2.55,5.73,3.7,18.68,1996
Mean Streets,PC,Adventure,Access Software,9,10,7,205,5.91,2.1,5.73,2.62,16.36,1989
Martian Memorandum,PC,Adventure,Access Software,4,3,7,109,1.18,2.2,5.1,2.01,10.49,1991
Countdown,PC,Adventure,Access Software,1,1,2,258,2.37,2.52,3.86,6.77,15.52,1990
Links LS 1998 Edition,PC,Sports,Access Software,2,9,3,141,6.96,1.51,5.05,4.62,18.14,1997
Links Fantasy Course  Devils Island,PC,Sports,Access Software,8,2,9,173,1.99,1.27,4.6,6.8,14.66,1995
D,PC,Adventure,Acclaim Entertainment,9,3,9,258,4.17,4.93,4.02,6.05,19.17,1996
Bad Mojo,PC,Adventure,Acclaim Entertainment,3,5,8,76,6.85,3.93,1.72,2.85,15.35,1996
Yellow Brick Road,PS,Adventure,Acclaim Entertainment,1,3,5,247,3.05,1.41,1.97,5.49,11.92,1996
Riven  The Sequel to Myst,PS,Adventure,Acclaim Entertainment,1,5,5,111,0.32,0.18,3.25,0.12,3.87,1997
Mary Kate and Ashley  Magical Mystery Mall,PS,Adventure,Acclaim Entertainment,2,10,9,75,0.65,0.36,5.02,0.24,6.27,2000
D,PS,Adventure,Acclaim Entertainment,6,4,6,6,0.11,1.96,0.1,3.83,6,1996
Shadow Man  2econd Coming,PS2,Adventure,Acclaim Entertainment,2,7,3,280,0.16,0.08,1.81,0.06,2.11,2002
Ecco the Dolphin  Defender of the Future,PS2,Adventure,Acclaim Entertainment,5,7.8,5,28,0.14,0.07,1.67,0.05,1.93,2002
Mortal Kombat II,MS,Fighting,Acclaim Entertainment,8,7,6,110,3.12,4.57,5.02,1.62,14.33,1994
Mortal Kombat,MS,Fighting,Acclaim Entertainment,4,8,7,13,2.82,1.88,5.97,5.36,16.03,1993
X Men  Children of the Atom,PC,Fighting,Acclaim Entertainment,5,8,2,251,6.2,2.56,2.95,1.53,13.24,1997
WWF WrestleMania  The Arcade Game,PC,Fighting,Acclaim Entertainment,7,8,8,90,5.39,4.51,5.98,2.77,18.65,1997
WWF in Your House,PC,Fighting,Acclaim Entertainment,8,8,9,121,2.5,3,5.76,5.37,16.63,1996
Resurrection  Rise 2,PC,Fighting,Acclaim Entertainment,1,1,6,62,3.03,2.37,4.6,4.07,14.07,1996
Mortal Kombat II,PC,Fighting,Acclaim Entertainment,5,7,7,34,5.19,4.15,2.17,4.32,15.83,1994
Mortal Kombat,PC,Fighting,Acclaim Entertainment,2,9,8,76,0.03,0.02,2.39,3.52,5.96,1994
WWF Wrestlemania  The Arcade Game,PS,Fighting,Acclaim Entertainment,2,7,7,153,0.06,0.03,2.1,0.02,2.21,1995
WWF War Zone,PS,Fighting,Acclaim Entertainment,9,8,7,150,3.36,2.47,2.57,0.76,9.16,1998
WWF in Your House,PS,Fighting,Acclaim Entertainment,5,6,10,31,0.62,0.35,1.84,0.24,3.05,1996
WWF Attitude,PS,Fighting,Acclaim Entertainment,3,9,8,159,1.76,1.27,1.14,0.42,4.59,1999
Street Fighter  The Movie,PS,Fighting,Acclaim Entertainment,5,4,1,160,0.17,0.1,2.86,0.07,3.2,1995
Rise 2  Resurrection,PS,Fighting,Acclaim Entertainment,7,9,8,74,2.91,2.32,3.82,1.13,10.18,1996
Psychic Force,PS,Fighting,Acclaim Entertainment,7,3,1,283,0.16,0.01,0.13,0.01,0.31,1996
Mortal Kombat II,PS,Fighting,Acclaim Entertainment,10,6,4,290,2.08,4.93,4.9,1.16,13.07,1996
Killing Zone,PS,Fighting,Acclaim Entertainment,9,1,10,167,0.06,0.03,5.71,0.02,5.82,1996
Iron & Blood,PS,Fighting,Acclaim Entertainment,1,4,5,288,0.14,0.08,5.96,0.05,6.23,1996
HBO Boxing,PS,Fighting,Acclaim Entertainment,4,1,3,258,0.21,0.12,5.01,0.08,5.42,2000
ECW Hardcore Revolution,PS,Fighting,Acclaim Entertainment,3,7,4,254,0.48,0.27,4.05,0.18,4.98,2000
ECW Anarchy Rulz,PS,Fighting,Acclaim Entertainment,10,8,4,141,0.11,0.06,3.37,0.04,3.58,2000
Showdown  Legends of Wrestling,PS2,Fighting,Acclaim Entertainment,5,4,9,266,0.3,0.15,4.87,0.11,5.43,2004
Legends of Wrestling II,PS2,Fighting,Acclaim Entertainment,7,3,10,152,0.33,0.16,1.06,0.13,1.68,2002
Legends of Wrestling,PS2,Fighting,Acclaim Entertainment,10,4,6,197,0.76,0.37,1.63,0.29,3.05,2001
Krustys Fun House,PC,Puzzle,Acclaim Entertainment,5,10,7,76,2.23,1.16,2.38,2.91,8.68,1993
Bust A Move 2 Arcade Edition,PC,Puzzle,Acclaim Entertainment,1,10,9,139,2.71,4.29,2.97,5.51,15.48,1998
Bubble Bobble also featuring Rainbow Islands,PC,Puzzle,Acclaim Entertainment,9,10,4,181,5,1.25,1.83,1.31,9.39,1996
Bust A Move 99,PS,Puzzle,Acclaim Entertainment,1,7.7,4,276,0.32,0.18,3.86,0.12,4.48,1999
Bust A Move 2 Arcade Edition,PS,Puzzle,Acclaim Entertainment,7,6.9,6,291,0.2,0.11,4.66,0.07,5.04,1996
Bubble Bobble also featuring Rainbow Islands,PS,Puzzle,Acclaim Entertainment,8,6,7,258,0.06,0.04,3.35,0.02,3.47,1996
Super Bust A Move,PS2,Puzzle,Acclaim Entertainment,2,3,2,268,0.34,0.17,1.95,0.13,2.59,2000
South Park Rally,PC,Racing,Acclaim Entertainment,2,4.1,6,155,3.87,3.63,1.53,1.73,10.76,1999
Re Volt,PC,Racing,Acclaim Entertainment,9,9,10,154,2.59,3.47,3.36,2.08,11.5,1999
Paris Dakar Rally,PC,Racing,Acclaim Entertainment,1,9,1,202,1.28,4.22,3.66,3.84,13,2001
Extreme G 2,PC,Racing,Acclaim Entertainment,3,3,7,141,3.28,3.59,2.72,5.63,15.22,1999
Ducati World Racing Challenge,PC,Racing,Acclaim Entertainment,6,9,4,13,1.93,2.85,3.61,6.02,14.41,2001
Vanishing Point,PS,Racing,Acclaim Entertainment,5,1,6,152,0.1,0.06,3.7,0.04,3.9,2001
South Park Rally,PS,Racing,Acclaim Entertainment,9,3.9,9,105,0.36,0.2,3.77,0.13,4.46,1999
Re Volt,PS,Racing,Acclaim Entertainment,5,3,7,134,0.19,0.11,5.33,0.07,5.7,1999
RC Revenge,PS,Racing,Acclaim Entertainment,9,2,1,17,6.54,1.98,1.54,6.25,16.31,2000
RC de GO ,PS,Racing,Acclaim Entertainment,5,1,8,266,3.68,3.18,2.64,4.9,14.4,2001
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,Acclaim Entertainment,7,4,6,154,0.26,0.14,2.22,0.1,2.72,2000
Jeremy McGrath Supercross 98,PS,Racing,Acclaim Entertainment,2,7,3,267,1.04,0.91,1.67,0.1,3.72,1998
Jeremy McGrath Supercross 2000,PS,Racing,Acclaim Entertainment,6,2,7,295,0.71,0.4,3.26,0.27,4.64,2000
Impact Racing,PS,Racing,Acclaim Entertainment,5,8,10,145,0.06,0.03,2.77,0.02,2.88,1996
Ducati World Racing Challenge,PS,Racing,Acclaim Entertainment,4,1,7,133,0.03,0.02,5.83,0.01,5.89,2001
